source,config,base,metric,estimator,kind,tau,m,sigma,R,R_rule,psd,clip_pct,plane_norm,rdoq,n_images,qps,bd_psnr_y,bd_psnr_yuv,bd_ssim,bd_ms_ssim,bd_lpips,bd_dists,bd_psnr_rgb,bd_lpips_alex,bd_wd0,bd_wd2,bd_wd4
vvc_rdo_lpips_gnb8_20260904_062345,wlpips_gnb8_tau4_rdoq,wlpips_gnb8,lpips,gnblock,block,4,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",1.6814098272495024,1.3464325961436152,-0.9182224789831697,-0.9962186045410949,-6.54729181395972,-6.086246816714225,0.6530545473844042,-5.95899151683425,,,
vvc_rdo_lpips_gnb8_20260904_062345,wlpips_gnb8_tau6_rdoq,wlpips_gnb8,lpips,gnblock,block,6,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",1.0149918659319155,0.792360940574043,-0.9170916805673923,-0.9559264525565894,-5.025397483682489,-4.352313494221886,0.3278440804065387,-4.800401352951078,,,
vvc_rdo_ssim_sbh8m256_20260904_113923,wssim_sbh8m256_tau1_rdoq,wssim_sbh8m256,ssim,hutchblock,block,1,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",10.765401431640896,9.865949332435873,-25.855209001093385,-8.473031159840076,-1.824255617805182,2.32708315403386,8.524925625709686,-0.5754783174727339,,,
vvc_rdo_ssim_sbh8m256_20260904_113923,wssim_sbh8m256_tau2_rdoq,wssim_sbh8m256,ssim,hutchblock,block,2,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",5.404681208840848,4.976930866538953,-21.258338228965485,-8.13849152641593,-3.124442883802644,0.7201377290079817,4.380397130214534,-1.5887273469037357,,,
vvc_rdo_ssim_sbh8m256_20260904_113923,wssim_sbh8m256_tau4_rdoq,wssim_sbh8m256,ssim,hutchblock,block,4,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",2.311399642163223,2.166309486340886,-16.045454313449376,-6.943123367738797,-3.3225671059623223,-1.1734697753011005,1.985234039910357,-1.987195931578061,,,
vvc_rdo_ssim_sn256_20260904_114139,wssim_sn256_tau0.25_rdoq,wssim_sn256,ssim,hutch,diag,0.25,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",9.194917191617343,7.330870594454421,-12.752620143514639,-10.140304861625754,-7.6700691867805615,1.0552979381188659,4.26772522721279,-8.877861429420316,,,
vvc_rdo_ssim_sn256_20260904_114139,wssim_sn256_tau0.5_rdoq,wssim_sn256,ssim,hutch,diag,0.5,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",4.707947397592236,3.5225565805231063,-10.555278222019398,-8.526846975852349,-6.021637086391824,0.45744509211686957,1.587942793020688,-7.410937802655648,,,
vvc_rdo_ssim_sn256_20260904_114139,wssim_sn256_tau1_rdoq,wssim_sn256,ssim,hutch,diag,1,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",2.0900411423771295,1.3560608962226322,-7.920567327549638,-6.507079828993763,-5.157378317926461,-1.7611685810009483,0.17375945755658218,-5.670298430556858,,,
vvc_rdo_lpips_gnb8_20260904_115039,wlpips_gnb8_tau0.5_rdoq,wlpips_gnb8,lpips,gnblock,block,0.5,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",14.704345048109507,13.26288674313591,2.2972752143279878,2.521465980877301,-10.965952030332277,-6.690448679240258,10.572993998907585,-9.886847581538456,,,
vvc_rdo_lpips_gnb8_20260904_115039,wlpips_gnb8_tau1_rdoq,wlpips_gnb8,lpips,gnblock,block,1,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",7.785054718769711,6.9213736665452075,0.39599082633792015,0.5057816875905794,-10.321556619841013,-8.228434402969826,5.272140414405847,-9.30169009006576,,,
vvc_rdo_lpips_gnb8_20260904_115039,wlpips_gnb8_tau2_rdoq,wlpips_gnb8,lpips,gnblock,block,2,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",3.7296147707473004,3.226038870413196,-0.41864475403900436,-0.528522430499168,-8.562209355242219,-6.815600922558839,2.199447032920195,-7.673180498344283,,,
vvc_rdo_ms_ssim_mn256_20260904_123540,wms_ssim_mn256_tau0.25_rdoq,wms_ssim_mn256,ms_ssim,hutch,diag,0.25,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",8.98803224892867,7.033784153493765,-12.176795341314387,-12.338512096184294,-9.365678303003564,-3.6310429977986955,3.8530641322657377,-9.554396785892164,,,
vvc_rdo_ms_ssim_mn256_20260904_123540,wms_ssim_mn256_tau0.5_rdoq,wms_ssim_mn256,ms_ssim,hutch,diag,0.5,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",4.372093384768629,3.1076682238455184,-10.133896730632758,-9.925933925347598,-7.916553023304321,-4.097108659821832,1.0470233766596517,-7.86442277686659,,,
vvc_rdo_ms_ssim_mn256_20260904_123540,wms_ssim_mn256_tau1_rdoq,wms_ssim_mn256,ms_ssim,hutch,diag,1,256,0.0,1,m/16 if sigma>0 else 1,none,99.5,per_plane,1,24,"22,27,32,37",1.9028992714312205,1.1121480755105078,-7.5774555320054455,-7.290365141370315,-5.822836049170635,-3.234850554335679,-0.18559711803743287,-5.743523414676493,,,
